isbn,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,language
0449208133,Lucifer's Hammer,A Novel,"Larry Niven, Jerry Pournelle",Del Rey,1985-05-12,"“The first satisfying end-of-the-world novel in years . . . an ultimate one . . . massively entertaining.”—Cleveland Plain-Dealer The gigantic comet had slammed into Earth, forging earthquakes a thousand times too powerful to measure on the Richter scale, tidal waves thousands of feet high. Cities were turned into oceans; oceans turned into steam. It was the beginning of a new Ice Age and the end of civilization. But for the terrified men and women chance had saved, it was also the dawn of a new struggle for survival—a struggle more dangerous and challenging than any they had ever known. . . . “Take your earthquakes, waterlogged condominiums, swarms of bugs, colliding airplanes and flaming what-nots, wrap them up and they wouldn’t match one page of Lucifer’s Hammer for sweaty-palmed suspense.”—Chicago Daily News",636,Fiction,en
0140386351,A Girl Named Disaster,,Nancy Farmer,Puffin,1998,"The 1997 Newbery Honor Book. Orphan must deal with cruelty, run away, Africa.",324,Adventure stories,en
0140440224,The Canterbury Tales,,Geoffrey Chaucer,Penguin Classics,1977,A translation into modern English of the medieval poem about a group of travelers on a pilgrimage to Canterbury and the tales they tell each other.,532,Christian pilgrims and pilgrimages,en
0515136530,Key of Valor,,Nora Roberts,Penguin,2003-12-30,"A woman’s quest for courage opens her heart to love in the third Key Trilogy novel from #1 New York Times bestselling author Nora Roberts. Growing up, Zoe McCourt did not have an easy life—some might call it “disadvantaged.” A hairstylist from a West Virginia trailer park, she ended up in beautiful Pleasant Valley, Pennsylvania, by sheer determination. How she ended up on a quest for a key to unlock the soul of a warrior demigoddess is another story… Invited to an imposing estate overlooking the town, she met Malory Price and Dana Steele. Each woman was at a crossroads in her life, each facing an uncertain future. And a mysterious couple offered them the chance of a lifetime: a million dollars each if they could free the trapped souls of three mythological sisters—an artist, a bard, and a warrior. Malory and Dana had to reach deep inside themselves to find their keys—and not without paying a price. Now, it has become Zoe’s quest. As a single mother, she has more to risk, more to lose. But her courage in the face of overwhelming odds cannot be underestimated. A nurturer to her son, a defender of her friends, she must confront dark forces amassed against her to make all of their dreams come true… Don’t miss the other books in the Key Trilogy Key of Light Key of Knowledge",353,Fiction,en
0316789844,Resistance,A Novel,Anita Shreve,Back Bay Books,1997-01-01,"This tale of impossible love--told with the same narrative grace and keen eye for human emotion that have distinguished all of Anita Shreve's cherished bestsellers--leads us into a harrowing world where forbidden passions have catastrophic consequences. In a Nazi-occupied Belgian village, Claire Daussois, the wife of a resistance worker, shelters a wounded American bomber pilot in a secret attic hideaway. As she nurses him back to health, Claire is drawn into an affair that seems strong enough to conquer all--until the brutal realities of war intrude, shattering every idea she ever had about love, trust, and betrayal.",256,Fiction,en
0671004107,Contact,,Carl Sagan,Simon and Schuster,1997,In the year 1999 a multinational team of astronauts sets out to discover the secrets of the universe.,452,Fiction,en
0375708278,Isaac's Storm,"A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,Vintage,2000-07-11,"From the bestselling author of The Devil in the White City, here is the true story of the deadliest hurricane in history. National Bestseller September 8, 1900, began innocently in the seaside town of Galveston, Texas. Even Isaac Cline, resident meteorologist for the U.S. Weather Bureau failed to grasp the true meaning of the strange deep-sea swells and peculiar winds that greeted the city that morning. Mere hours later, Galveston found itself submerged in a monster hurricane that completely destroyed the town and killed over six thousand people in what remains the greatest natural disaster in American history--and Isaac Cline found himself the victim of a devastating personal tragedy. Using Cline's own telegrams, letters, and reports, the testimony of scores of survivors, and our latest understanding of the science of hurricanes, Erik Larson builds a chronicle of one man's heroic struggle and fatal miscalculation in the face of a storm of unimaginable magnitude. Riveting, powerful, and unbearably suspenseful, Isaac's Storm is the story of what can happen when human arrogance meets the great uncontrollable force of nature.",338,History,en
1551668726,Death Qualified,,Kate Wilhelm,Mira,2002-04-01,"Lucas Kendricks arrives at his wife Nell's property seven years after disappearing and is instantly shot dead. Accused of murder, Nell turns to lawyer Frank Holloway. Knowing he can't win this case alone, he calls upon his daughter, Barbara, who gave up her practice years before but is legally able to defend clients in death penalty cases. Barbara finds herself drawn to the case and reclaims the search for truth that first led her to the law.",452,Fiction,en
1551925702,Harry Potter and the Order of the Phoenix,,J. K. Rowling,,2003-01,"J. K. Rowling has written a brilliant and utterly compelling new adventure that is one third longer than Harry Potter and the Goblet of Fire.Harry Potter and the Order of the Phoenix continues the riveting tale of a 15-year-old wizard and his extraordinary powers. J. K. Rowling has written a brilliant and utterly compelling new adventure that is one third longer than Harry Potter and the Goblet of Fire.""A richly imagined world to which young readers will surrender themselves, and one of the most attractive heroes to come around in a long time.""-Globe and MailBy printing Harry Potter and the Order of the Phoenix on 100 percent post-consumer recycled paper, Raincoast Books is minimizing its impact on the environment and helping safeguard biodiversity and the world's forests.""The forest at Hogwarts is home to magical creatures like unicorns and centaurs. Because the Canadian editions are printed on Ancient-Forest Friendly paper, the Harry Potter books are helping to save magnificent forests in the muggle world, the home of magical animals such as Orangutans, Wolves and Bears. It's a good idea to respect ancient trees, especially if they have a temper like the Whomping Willow."" -J. K. Rowling",766,Boarding schools,en
0553213415,Madame Bovary,,Gustave Flaubert,Bantam Classics,1982-06-01,"This exquisite novel tells the story of one of the most compelling heroines in modern literature--Emma Bovary. ""Madame Bovary has a perfection that not only stamps it, but that makes it stand almost alone; it holds itself with such a supreme unapproachable assurance as both excites and defies judgement."" - Henry James Unhappily married to a devoted, clumsy provincial doctor, Emma revolts against the ordinariness of her life by pursuing voluptuous dreams of ecstasy and love. But her sensuous and sentimental desires lead her only to suffering corruption and downfall. A brilliant psychological portrait, Madame Bovary searingly depicts the human mind in search of transcendence. Who is Madame Bovary? Flaubert's answer to this question was superb: ""Madame Bovary, c'est moi."" Acclaimed as a masterpiece upon its publication in 1857, the work catapulted Flaubert to the ranks of the world's greatest novelists. This volume, with its fine translation by Lowell Bair, a perceptive introduction by Leo Bersani, and a complete supplement of essays and critical comments, is the indispensable Madame Bovary.",514,Fiction,en
